,id,title,popularity,vote_average,vote_count,genres,cast,director,keywords,overview,tagline
1932,24264,sheena,4.020194,5.0,22,Action Adventure Comedy Fantasy Science Fiction,Tanya Roberts Ted Wass Donovan Scott Elizabeth of Toro France Zobda,John Guillermin,africa mercenary adventure female hero jungle girl,"Sheena's white parents are killed while on Safari. She is raised by the mystical witch woman of an African tribe. When her foster mother is framed for the murder of a political leader, Sheena and a newsman, Vic Casey are forced to flee while pursued by the mercenaries hired by the real killer, who hopes to assume power. Sheena's ability to talk to the animals and knowledge of jungle lore give them a chance against the high tech weapons of the mercenaries.",
1933,19803,underclassman,2.083856,5.5,28,Action Comedy,Nick Cannon Roselyn S\u00e1nchez Shawn Ashmore Cheech Marin Kelly Hu,Marcos Siega,police high school undercover cop,A young detective goes undercover at an elite private school to destroy an international stolen car ring.,
1934,20309,say it isn't so,2.909346,4.8,47,Comedy Romance,Chris Klein Heather Graham Orlando Jones Sally Field Richard Jenkins,J.B. Rogers,,"Boy meets girl; boy falls in love (and had wild, non-stop sex) with girl; boy loses girl... when they discover they are brother and sister! But when he learns that he's the victim of the ultimate case of mistaken identity, the lovesick young man -- whom everyone still thinks is after some taboo thrills -- must race across the country to stop her from marrying another man.",
1935,9912,the world's fastest indian,8.450513,7.3,166,Drama,Anthony Hopkins Iain Rea Tessa Mitchell Aaron Murphy Tim Shadbolt,Roger Donaldson,new zealand utah life's dream independent film motorcycle,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle -- a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",
1936,9067,tank girl,8.186936,5.5,138,Action Comedy Fantasy Science Fiction,Lori Petty Ice-T Naomi Watts Malcolm McDowell Iggy Pop,Rachel Talalay,destroy dystopia reincarnation desert artial arts,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.","In 2033, justice rides a tank and wears lip gloss."
1937,27360,king's ransom,5.079017,5.1,14,Comedy Crime,Anthony Anderson Jay Mohr Kellita Smith Brooke D'Orsay Donald Faison,Jeffrey W. Byrd,caper action,"Hoping to foil his own gold-digging wife's plan, a loathsome businessman arranges his own kidnapping, only to realize that there are plenty of other people interested in his wealth as well.",
1938,8338,blindness,17.603823000000006,6.4,387,Drama Mystery Science Fiction Thriller,Julianne Moore Mark Ruffalo Alice Braga Gael Garc\u00eda Bernal Danny Glover,Fernando Meirelles,fight blindness and impaired vision asylum leader society,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.",
1939,168705,bloodrayne,7.008216,3.5,118,Action Adventure Fantasy Horror,Kristanna Loken Ben Kingsley Michelle Rodriguez Michael Madsen Matthew Davis,Uwe Boll,vampire vampire hunter based on video game romania,"In eighteenth century Romania, Rayne, a dhampir (half-human, half-vampire), prone to fits of blind blood rage but saddled with a compunction for humans, strives to avenge her mother's rape by her father, Kagan, King of Vampires. Two vampire hunters, Sebastian and Vladimir, from the Brimstone Society persuade her to join their cause.",Revenge never tasted so sweet.
1940,72113,carnage,20.011435,7.0,738,Comedy Drama,Kate Winslet Jodie Foster Christoph Waltz John C. Reilly Elvis Polanski,Roman Polanski,flat mobile phone hamster insult dark comedy,"After 11-year-old Zachary Cowan strikes his classmate across the face with a stick after an argument, the victim's parents invite Zachary's parents to their Brooklyn apartment to deal with the incident in a civilized manner.",A new comedy of no manners
1941,9729,where the truth lies,4.051221,5.9,66,Drama Mystery Thriller,Kevin Bacon Colin Firth Alison Lohman David Hayman Rachel Blanchard,Atom Egoyan,sex journalist journalism 1970s entertainer,An ambitious reporter probes the reasons behind the sudden split of a 1950s comedy team.,
1942,94352,cirque du soleil: worlds away,5.987486,6.1,58,Fantasy Family,Erica Linz Igor Zaripov Matt Gillanders Jason Berrent Dallas Barnett,Andrew Adamson,clown music mimes cirque du soleil carnies,"An original story featuring performances by Cirque du Soleil. A young woman is entranced by an Aerialist. When they fall into the dreamlike world of Cirque du Soleil and are separated, they travel through the different tent worlds trying to find each other.",Experience a Journey Like Never Before
1943,22256,without limits,3.849873,6.2,19,Drama,Billy Crudup Donald Sutherland Monica Potter Jeremy Sisto Matthew Lillard,Robert Towne,running olympic games sport athlete,"The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to Olympics in Munich and his early death at 24 in a car crash.",PRE. The way he competed. The way he lived his life.
1944,12404,me and orson welles,3.593165,6.6,49,Comedy Drama Romance,Zac Efron Claire Danes Christian McKay Imogen Poots Zoe Kazan,Richard Linklater,new york based on novel historical figure theater 1930s,"New York, 1937. A teenager hired to star in Orson Welles' production of Julius Caesar becomes attracted to a career-driven production assistant.",If you want to discover life learn from the master
1945,152742,the best offer,30.058263,7.7,704,Drama Romance Crime Mystery,Geoffrey Rush Jim Sturgess Sylvia Hoeks Donald Sutherland Maximilian Dirr,Giuseppe Tornatore,painting auctioneer confidence game fine art honey pot,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.",A Master of Possession. A Crime of Obsession
1946,11699,the bad lieutenant: port of call - new orleans,17.339852,6.0,326,Drama Crime,Nicolas Cage Eva Mendes Val Kilmer Fairuza Balk Shawn Hatosy,Werner Herzog,police brutality organized crime policeman illegal drugs murder investigation,"Terrence McDonagh, a New Orleans Police sergeant, who starts out as a good cop, receiving a medal and a promotion to lieutenant for heroism during Hurricane Katrina. During his heroic act, McDonagh injures his back and later becomes addicted to prescription pain medication. McDonagh finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",The only criminal he can't catch is himself.
1947,49953,a turtle's tale: sammy's adventures,15.805449,5.6,151,Animation Family,Yuri Lowenthal Gemma Arterton Isabelle Fuhrman Melanie Griffith Tim Curry,Ben Stassen,global warming sea turtle 3d,"A sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming. Born on a Baja, California beach in 1959, new hatchling Sammy must do what his fellow newborn sea turtles are doing: race across the beach to the ocean before they are captured by a seagull or crab. Thus begins Sammy's incredible fifty-year ocean journey. Along the way he meets his best friend, a fellow turtle named Ray, and overcomes obstacles both natural and man-made while trying to fulfill his dream of travelling around the world. Throughout his voyage, Sammy never forgets about Shelly - the turtle he saved on his first day and loves passionately from afar. Based on the actual trajectory of a sea turtle's life, the film illustrates the dangers humans pose to the species' survival. The film combines entertainment with an important environmental message.",He's Turtly Amazing
1948,48034,little white lies,15.279020999999998,7.1,380,Comedy Drama,Fran\u00e7ois Cluzet Marion Cotillard Beno\u00eet Magimel Gilles Lellouche Jean Dujardin,Guillaume Canet,american football country house motorboat male female relationship thirty something,"Despite a traumatic event, a group of friends decide to go ahead with their annual beach vacation. Their relationships, convictions, sense of guilt and friendship are sorely tested. They are finally forced to own up to the little white lies they've been telling each other.",The one thing friends can't escape is a few home truths.
1949,39845,love ranch,5.000126,6.0,21,Drama,Helen Mirren Joe Pesci Sergio Peris-Mencheta Gina Gershon Bai Ling,Taylor Hackford,independent film,Story of a couple that starts the first legal brothel in Nevada and a boxer they own a piece of.,When It Comes To Love... Everyone Pays A Price.
1950,25353,the true story of puss 'n boots,1.684948,3.8,7,Family Adventure Animation,J\u00e9r\u00f4me Deschamps Yolande Moreau Louise Wallon Arthur Deschamps Jean-Claude Bolle-Reddat,J\u00e9r\u00f4me Deschamps,cat surrealism cartoon cat,"A free adaptation of Charles Perrault's famous Puss'n Boots, ""The True Story of Puss'n Boots"" is a story for young and old for the first time on cinema screens.",
1951,36696,space dogs,5.753564,6.3,10,Family Animation,Anna Bolshova Evgeny Mironov Sergey Garmash Aleksandr Bashirov Elena Yakovleva,Inna Evlannikova,russia space mission space outer space dog,"Belka, the amazing flying dog is unexpectedly hurdled into the streets of Moscow when the rocket she is in malfunctions during one of her circus routines. Fortunately the crash leads her to meet a streetwise dog named Strelka and her irredeemable rat friend Venya. Together with other amusing friends found along the way, the three find themselves in a space program-training center where they get sent away in a rocket, leaving planet Earth...",
1952,109091,the counselor,35.022029,5.0,712,Thriller Crime Drama,Michael Fassbender Cameron Diaz Javier Bardem Goran Visnjic Pen\u00e9lope Cruz,Ridley Scott,poetry lawyer drug smuggling drug trafficking red dress,A rich and successful lawyer named Counselor is about to get married to his fiancée but soon meets up with the middle-man known as Westray who tells him his drug trafficking plan has taken a horrible twist and now he must protect himself and his soon bride-to-be lover as the truth of the drug business uncovers and targets become chosen.,Sin Is A Choice.
1953,38543,ironclad,12.31708,6.2,227,Romance Adventure Action History,James Purefoy Kate Mara Jason Flemyng Paul Giamatti Brian Cox,Jonathan English,ambush hero fight castle battlefield,"In the year 1215, the rebel barons of England have forced their despised King John to put his royal seal on the Magna Carta, a seminal document that upheld the rights of free men. Yet within months of pledging himself to the great charter, the King reneged on his word and assembled a mercenary army on the south coast of England with the intention of bringing the barons and the country back under his tyrannical rule. Barring his way stood the mighty Rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom.",Heavy metal goes medieval.
1954,33157,waterloo,1.894749,7.0,31,History Action Drama,Rod Steiger Christopher Plummer Orson Welles Jack Hawkins Virginia McKenna,Sergey Bondarchuk,biography napoleon bonaparte waterloo,"After defeating France and imprisoning Napoleon on Elba, ending two decades of war, Europe is shocked to find Napoleon has escaped and has caused the French Army to defect from the King back to him. The best of the British generals, the Duke of Wellington, beat Napolean's best generals in Spain and Portugal, but now must beat Napoleon himself with an Anglo Allied army.",
1955,290864,kung fu jungle,6.8958660000000025,6.5,114,Crime Action Thriller,Donnie Yen Charlie Yeung Wang Baoqiang Bai Bing Deep Ng,Teddy Chan,martial arts kung fu serial killer,"A martial arts instructor working at a police academy gets imprisoned after killing a man by accident. But when a vicious killer starts targeting martial arts masters, the instructor offers to help the police in return for his freedom.",Kung Fu is a Skill for Killing
1956,242166,red sky,3.344158,4.1,26,Action Thriller,Cam Gigandet Rachael Leigh Cook Shane West Bill Pullman Brian Krause,Mario Van Peebles,love triangle middle east fight kidnapping missile,"Disgraced Top Gun fighter pilot Butch Masters leads a rogue squad in recovery of a WMD. Masters must navigate a fractured friendship, a love triangle, and must take to the skies to reclaim his military and personal honor.",Go Rogue
1957,859,dangerous liaisons,14.480628,7.0,257,Drama Romance,Glenn Close John Malkovich Michelle Pfeiffer Swoosie Kurtz Keanu Reeves,Stephen Frears,lovesickness sexuality cheating cynic ladykiller,Dangerous Liaisons is the film based on the novel of the same name by Choderlos de Laclos set in 18th century France. Marquise de Merteuil’s asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned in this love triangle drama.,Lust. Seduction. Revenge. The Game As You've Never Seen It Played Before.
1958,83770,on the road,14.613152,5.5,301,Adventure Drama,Garrett Hedlund Sam Riley Kristen Stewart Amy Adams Tom Sturridge,Walter Salles,based on novel cemetery narration nudity funeral,"Dean and Sal are the portrait of the Beat Generation. Their search for ""It"" results in a fast paced, energetic roller coaster ride with highs and lows throughout the U.S.",The best teacher is experience.
1959,168,star trek iv: the voyage home,22.258428,6.9,477,Science Fiction Adventure,William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei,Leonard Nimoy,saving the world san francisco uss enterprise-a time travel whale,"Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet, Admiral Kirk (William Shatner) and his crew begin their journey home to face justice for their actions. But as they near Earth, they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet. In a desperate attempt to answer the call of the probe, Kirk and his crew race back to the late twentieth century. However they soon find the world they once knew to be more alien than anything they've encountered in the far reaches of the galaxy!",The key to saving the future can only be found in the past.
1960,1246,rocky balboa,30.445257,6.5,835,Drama,Sylvester Stallone Burt Young Milo Ventimiglia Geraldine Hughes James Francis Kelly III,Sylvester Stallone,philadelphia transporter fight love of one's life publicity,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.",It ain't over 'til it's over.
1961,4233,scream 2,35.244037,6.1,840,Horror Mystery,David Arquette Neve Campbell Courteney Cox Sarah Michelle Gellar Jamie Kennedy,Wes Craven,film festivals slaughter slasher,"Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself.",Someone has taken their love of sequels one step too far.
1962,174751,jane got a gun,15.333575,5.4,285,Action Drama Western,Natalie Portman Joel Edgerton Ewan McGregor Noah Emmerich Boyd Holbrook,Gavin O'Connor,,"After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job.",
1963,184098,think like a man too,15.237142,6.4,225,Comedy Romance,Adam Brody Michael Ealy Jerry Ferrara Meagan Good Regina Hall,Tim Story,,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",
1964,2069,the whole nine yards,23.441135,6.2,531,Comedy Crime,Bruce Willis Matthew Perry Rosanna Arquette Michael Clarke Duncan Kevin Pollak,Jonathan Lynn,bounty gangster boss montreal gangster dentist,"A mobster named Jimmy the Tulip agrees to cooperate with an FBI investigation in order to stay out of prison; he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbors figure out his true identity and come knocking to see if he'd be up for one more hit, suburban style.","In the heart of suburbia, a hit man with heart has just moved in."
1965,1788,footloose,25.03414,6.4,505,Drama Family Music Romance,Kevin Bacon John Lithgow Dianne Wiest Chris Penn Lori Singer,Herbert Ross,dancing dancer dance music dance teacher,"When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock.",
1966,11635,old school,24.70166,6.6,541,Comedy,Luke Wilson Will Ferrell Vince Vaughn Ellen Pompeo Leah Remini,Todd Phillips,sex doll streaking mouth to mouth resuscitation,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,"All the fun of college, none of the education."
1967,177,the fisher king,16.146572,7.2,341,Comedy Drama,Jeff Bridges Robin Williams Mercedes Ruehl Amanda Plummer Michael Jeter,Terry Gilliam,holy grail homeless person loss of lover mental disease sense of guilt,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,"A Modern Day Tale About The Search For Love, Sanity, Ethel Merman And The Holy Grail."
1968,3600,i still know what you did last summer,20.793026,5.1,374,Horror Mystery Thriller,Jennifer Love Hewitt Freddie Prinze Jr. Mekhi Phifer Brandy Norwood Muse Watson,Danny Cannon,competition island radio bahamas college,"Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summers ago, get to the island in time to save everyone?",Someone is dying for a second chance.
1969,2621,return to me,5.771479,6.1,67,Romance Comedy Drama,David Duchovny Minnie Driver Carroll O'Connor Robert Loggia Jim Belushi,Bonnie Hunt,transplantation love of one's life veterinarian woman director,"It took a lot of cajoling to get Bob (Duchovny), a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress, Grace (Driver). Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.",A comedy straight from the heart
1970,10358,zack and miri make a porno,27.326466,6.1,721,Comedy,Seth Rogen Elizabeth Banks Jennifer Schwalbach Smith Jason Mewes Gerry Bednob,Kevin Smith,pornography love of one's life platonic love pornographic video best friend,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",What would you do to get out of debt?
1971,10480,nurse betty,3.572339,5.9,111,Comedy Crime Thriller,Ren\u00e9e Zellweger Morgan Freeman Chris Rock Greg Kinnear Aaron Eckhart,Neil LaBute,independent film native american violence soap opera used car dealer,"What happens when a person decides that life is merely a state of mind? If you're Betty, a small-town waitress and soap opera fan from Fair Oaks, Kansas, you refuse to believe that you can't be with the love of your life just because he doesn't really exist. After all, life is no excuse for not living. Traumatized by a savage event, Betty enters into a fugue state that allows -- even encourages -- her to keep functioning... in a kind of alternate reality.",She's chasing a dream... they're chasing her.
1972,10313,the men who stare at goats,20.69219,5.9,742,Comedy War,George Clooney Ewan McGregor Jeff Bridges Kevin Spacey Robert Patrick,Grant Heslov,vietnam veteran kuwait new age staring contest drug use,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",No goats. No glory.
1973,18828,double take,1.903405,5.5,24,Adventure Drama Action Comedy Romance,Orlando Jones Eddie Griffin Garcelle Beauvais Gary Grubbs Daniel Roebuck,George Gallo,mexico cia fbi train,"The governor of a Mexican state is assassinated. Soon after, junior executive Daryl Chase's life turns upside down: after he flags a huge transfer of funds from a Mexican account as probably illegal, he's attacked in his apartment, rescued by a CIA agent, finds his secretary shot dead, and witnesses two cops get killed. He calls the CIA guy who tells him to grab the next train to Mexico. Leaving M",One big shot. One big mouth. The switch is on.
1974,3558,"girl, interrupted",10.713521,7.6,721,Drama,Winona Ryder Angelina Jolie Clea DuVall Brittany Murphy Elisabeth Moss,James Mangold,based on novel suicide attempt puberty biography borderline personality disorder,"Set in the changing world of the late 1960's, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.","The crazy thing is, you're not crazy."
1975,13476,win a date with tad hamilton!,7.701041,5.5,160,Comedy Romance,Josh Duhamel Kate Bosworth Topher Grace Nathan Lane Sean Hayes,Robert Luketic,celebrity romantic comedy male female relationship movie star,"A small-town girl wins a date with a Hollywood star through a contest. When the date goes better than expected, a love triangle forms between the girl, the celebrity, and the girl's best friend.","In every love story, there's only room for one leading man."
1976,10208,muppets from space,6.589192999999999,5.8,92,Fantasy Comedy Science Fiction Family,Steve Whitmire Dave Goelz Bill Barretta Frank Oz Jerry Nelson,Tim Hill,puppet the muppets,"When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action. It's hard to believe Gonzo's story at first, but Kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures.",Space. It's not as deep as you think.
1977,24961,the wiz,2.753313,5.9,58,Adventure Family Fantasy Music,Diana Ross Michael Jackson Nipsey Russell Ted Ross Theresa Merritt,Sidney Lumet,melancholy little dog based on stage musical based on film wizard,"A Thanksgiving dinner brings a host of family together in a Harlem apartment, where a 24-year-old schoolteacher named Dorothy Gale (Diana Ross) lives with her Aunt Em (Theresa Merritt) and Uncle Henry (Stanley Greene). Extremely introverted, she has, as Aunt Em teases her, ""never been south of 125th Street"", and refuses to move out and on with her life.",From the book that's an American tradition… from the smash-hit Broadway show… the entertainment of the year!
1978,20697,ready to rumble,3.113009,4.7,49,Action Comedy Drama,David Arquette Scott Caan Oliver Platt Rose McGowan Bill Goldberg,Brian Robbins,wrestling sport,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.,They're headed to the big time...face first.
1979,20761,play it to the bone,5.566203,5.7,53,Comedy Drama,Antonio Banderas Woody Harrelson Lolita Davidovich Tom Sizemore Lucy Liu,Ron Shelton,sport,"Two aging fighters in LA, friends, get a call from a Vegas promoter because his undercard fighters for a Mike Tyson bout that night are suddenly unavailable. He wants them to box each other. They agree as long as the winner gets a shot at the middleweight title. They enlist Grace, Cesar's current and Vinnie's ex girlfriend, to drive them to Vegas.",
1980,70868,i don't know how she does it,8.630825,5.0,141,Romance Comedy,Sarah Jessica Parker Pierce Brosnan Sarah Shahi Busy Philipps Olivia Munn,Douglas McGrath,pregnancy family vacation widower working mum in-laws,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.","If it were easy, men would do it too."
1981,43593,piranha 3d,23.34383900000001,5.3,581,Comedy Horror,Elisabeth Shue Adam Scott Jerry O'Connell Steven R. McQueen Jessica Szohr,Alexandre Aja,yacht movie in movie scuba diving piranha spring break,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",There's something in the water.
1982,6478,beyond the sea,6.138213,6.5,55,Drama Music,Kevin Spacey Kate Bosworth John Goodman Bob Hoskins Brenda Blethyn,Kevin Spacey,musical perfectionist rowboat courtship,"Based on the life and career of legendary entertainer, Bobby Darin, the biopic moves back and forth between his childhood and adulthood, to tell the tale of his remarkable life. Kevin Spacey did his own singing for Beyond the Sea, recreating Bobby Darin's vocal style with uncanny accuracy.","In the era of cool, Bobby Darin was the soundtrack."
1983,40688,meet the deedles,2.353441,4.1,19,Animation Comedy Family,Paul Walker John Ashton Dennis Hopper Eric Braeden Richard Lineback,Steve Boyum,,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.,Fish out of water...Surfers in Yellowstone
1984,26672,the thief and the cobbler,2.439184,6.8,26,Adventure Fantasy Animation Science Fiction Family,Vincent Price Anthony Quayle Sean Connery Joan Sims Paul Matthews,Richard Williams,prophecy witch princess battle desert,"It is written among the limitless constellations of the celestial heavens, and  in the depths of the emerald seas, and upon every grain of sand in the vast  deserts, that the world which we see is an outward and visible dream, of an  inward and invisible reality ... Once upon a time there was a golden city. In  the center of the golden city, atop the tallest minaret, were three golden  balls. The ancients had prophesied that if the three golden balls were ever  taken away, harmony would yield to discord, and the city would fall to  destruction and death. But... the mystics had also foretold that the city might  be saved by the simplest soul with the smallest and simplest of things. In the  city there dwelt a lowly shoemaker, who was known as Tack the Cobbler. Also in  the city... existed a Thief, who shall be ... nameless.",
1985,45881,the bridge of san luis rey,0.515677,5.4,15,Romance Drama,Gabriel Byrne F. Murray Abraham Kathy Bates Robert De Niro Harvey Keitel,Mary McGuckian,based on novel bridge peru period drama 18th century,"The Bridge of San Luis Rey is American author Thornton Wilder's second novel, first published in 1927 to worldwide acclaim. It tells the story of several interrelated people who die in the collapse of an Inca rope-fiber suspension bridge in Peru, and the events that lead up to their being on the bridge.[ A friar who has witnessed the tragic accident then goes about inquiring into the lives of the victims, seeking some sort of cosmic answer to the question of why each had to die. The novel won the Pulitzer Prize in 1928.",
1986,41283,faster,26.324874,6.1,568,Crime Drama Action Thriller,Dwayne Johnson Billy Bob Thornton Maggie Grace Carla Gugino Tom Berenger,"George Tillman, Jr.",,"Driver (Dwayne Johnson) has spent the last 10 years in prison planning revenge for the murder of his brother. Now that Driver is free to carry out his deadly plan only two men stand in his way- Billy Bob Thornton plays a veteran cop and Oliver Jackson-Cohen, a crazy hitman. With those two close on his trail, Driver races to carry out his mission as the mystery surrounding his brothers murder deepens.",Slow Justice is no Justice
1987,4935,howl's moving castle,49.549984,8.2,1991,Fantasy Animation Adventure,Takuya Kimura Akihiro Miwa Tatsuya Gash\u00fbin Mitsunori Isaki Yo Oizumi,Hayao Miyazaki,flying witch rain castle scarecrow,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking home.",The two lived there
1988,19908,zombieland,57.300674,7.2,3550,Comedy Horror,Jesse Eisenberg Woody Harrelson Emma Stone Abigail Breslin Amber Heard,Ruben Fleischer,washington d.c. sister sister relationship post-apocalyptic road trip blood splatter,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",This place is so dead
1989,10663,the waterboy,23.839127,5.9,512,Comedy,Adam Sandler Kathy Bates Fairuza Balk Henry Winkler Jerry Reed,Frank Coraci,sport social outcast ridicule lawn mower deserted by husband,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,You can mess with him. But don't mess with his water.
1990,1891,the empire strikes back,78.51783,8.2,5879,Adventure Action Science Fiction,Mark Hamill Harrison Ford Carrie Fisher Billy Dee Williams Anthony Daniels,Irvin Kershner,rebel android asteroid space battle snow storm,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",The Adventure Continues...
1991,9737,bad boys,33.872182,6.5,1699,Action Comedy Crime Thriller,Will Smith Martin Lawrence T\u00e9a Leoni Tch\u00e9ky Karyo Joe Pantoliano,Michael Bay,miami detective handcuffs airport mexican standoff,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",Whatcha gonna do?
1992,37137,the naked gun 2½: the smell of fear,27.33256,6.6,546,Comedy Crime,Leslie Nielsen Priscilla Presley George Kennedy O.J. Simpson Robert Goulet,David Zucker,washington d.c. usa president spoof the white house,"Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",If you see only one movie this year...you ought to get out more often
1993,9532,final destination,38.799596,6.4,1378,Horror,Devon Sawa Ali Larter Kerr Smith Tony Todd Seann William Scott,James Wong,omen airplane accident corpse death near-death experience,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",No accidents. No coincidences. No escapes. You can't cheat death.
1994,10316,the ides of march,20.317469,6.5,910,Drama,Ryan Gosling George Clooney Philip Seymour Hoffman Paul Giamatti Evan Rachel Wood,George Clooney,ohio politics dirty tricks presidential campaign endorsement,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.,Ambition seduces. Power corrupts.
1995,2787,pitch black,18.493202,6.7,1789,Thriller Science Fiction Action,Vin Diesel Radha Mitchell Cole Hauser Lewis Fitz-Gerald Claudia Black,David Twohy,darkness dystopia comet alien life-form survival,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",Don't be afraid of the dark. Be afraid of what's in the dark
1996,12658,someone like you...,7.901891,6.0,118,Comedy Romance,Ashley Judd Greg Kinnear Hugh Jackman Marisa Tomei Ellen Barkin,Tony Goldwyn,feminism cohabitant tv show man-woman relation man between two women,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation.",The story about the one that got away and the one she never saw coming.
